Hidden Layers,Activation,Epochs,Learning Rate,Batch Size,Accuracy
[4],Sigmoid,50,0.0001,16,48.78048780487805
[4],Sigmoid,50,0.0001,32,60.0
[4],Sigmoid,50,0.0001,64,70.2439024390244
[4],Sigmoid,50,0.0001,128,51.21951219512195
[4],Sigmoid,50,0.0001,256,51.21951219512195
[4],Sigmoid,50,0.0001,512,48.78048780487805
[4],Sigmoid,100,10.0,16,75.1219512195122
[4],Sigmoid,100,10.0,32,74.63414634146342
[4],Sigmoid,100,10.0,64,84.39024390243902
[4],Sigmoid,100,10.0,128,48.292682926829265
[4],Sigmoid,100,10.0,256,72.6829268292683
[4],Sigmoid,100,10.0,512,66.82926829268293
[4],Sigmoid,100,1.0,16,86.82926829268293
[4],Sigmoid,100,1.0,32,89.7560975609756
[4],Sigmoid,100,1.0,64,88.78048780487805
[4],Sigmoid,100,1.0,128,89.7560975609756
[4],Sigmoid,100,1.0,256,89.7560975609756
[4],Sigmoid,100,1.0,512,89.7560975609756
[4],Sigmoid,100,0.1,16,91.21951219512195
[4],Sigmoid,100,0.1,32,94.14634146341463
[4],Sigmoid,100,0.1,64,95.1219512195122
[4],Sigmoid,100,0.1,128,96.09756097560975
[4],Sigmoid,100,0.1,256,92.1951219512195
[4],Sigmoid,100,0.1,512,88.78048780487805
[4],Sigmoid,100,0.01,16,96.58536585365853
[4],Sigmoid,100,0.01,32,92.6829268292683
[4],Sigmoid,100,0.01,64,93.17073170731707
[4],Sigmoid,100,0.01,128,88.78048780487805
[4],Sigmoid,100,0.01,256,86.82926829268293
[4],Sigmoid,100,0.01,512,85.85365853658537
[4],Sigmoid,100,0.001,16,85.36585365853658
[4],Sigmoid,100,0.001,32,84.8780487804878
[4],Sigmoid,100,0.001,64,84.39024390243902
[4],Sigmoid,100,0.001,128,81.46341463414635
[4],Sigmoid,100,0.001,256,80.0
[4],Sigmoid,100,0.001,512,74.63414634146342
[4],Sigmoid,100,0.0001,16,81.95121951219512
[4],Sigmoid,100,0.0001,32,80.97560975609755
[4],Sigmoid,100,0.0001,64,74.63414634146342
[4],Sigmoid,100,0.0001,128,53.65853658536585
[4],Sigmoid,100,0.0001,256,69.7560975609756
[4],Sigmoid,100,0.0001,512,51.21951219512195
[4],Sigmoid,250,10.0,16,51.707317073170735
[4],Sigmoid,250,10.0,32,62.926829268292686
[4],Sigmoid,250,10.0,64,73.65853658536585
[4],Sigmoid,250,10.0,128,76.09756097560975
[4],Sigmoid,250,10.0,256,88.29268292682927
[4],Sigmoid,250,10.0,512,81.95121951219512
[4],Sigmoid,250,1.0,16,87.8048780487805
[4],Sigmoid,250,1.0,32,86.82926829268293
[4],Sigmoid,250,1.0,64,86.34146341463415
[4],Sigmoid,250,1.0,128,86.82926829268293
[4],Sigmoid,250,1.0,256,90.2439024390244
[4],Sigmoid,250,1.0,512,91.21951219512195
[4],Sigmoid,250,0.1,16,93.65853658536585
[4],Sigmoid,250,0.1,32,93.17073170731707
[4],Sigmoid,250,0.1,64,94.14634146341463
[4],Sigmoid,250,0.1,128,92.1951219512195
[4],Sigmoid,250,0.1,256,93.17073170731707
[4],Sigmoid,250,0.1,512,91.70731707317073
[4],Sigmoid,250,0.01,16,94.14634146341463
[4],Sigmoid,250,0.01,32,95.60975609756098
[4],Sigmoid,250,0.01,64,89.7560975609756
[4],Sigmoid,250,0.01,128,88.78048780487805
[4],Sigmoid,250,0.01,256,91.21951219512195
[4],Sigmoid,250,0.01,512,84.39024390243902
[4],Sigmoid,250,0.001,16,88.78048780487805
[4],Sigmoid,250,0.001,32,90.2439024390244
[4],Sigmoid,250,0.001,64,84.8780487804878
[4],Sigmoid,250,0.001,128,84.39024390243902
[4],Sigmoid,250,0.001,256,83.90243902439025
[4],Sigmoid,250,0.001,512,81.95121951219512
[4],Sigmoid,250,0.0001,16,81.95121951219512
[4],Sigmoid,250,0.0001,32,82.92682926829268
[4],Sigmoid,250,0.0001,64,81.46341463414635
[4],Sigmoid,250,0.0001,128,80.97560975609755
[4],Sigmoid,250,0.0001,256,68.78048780487805
[4],Sigmoid,250,0.0001,512,67.3170731707317
[4],Tanh,1,10.0,16,76.58536585365853
[4],Tanh,1,10.0,32,80.97560975609755
[4],Tanh,1,10.0,64,74.63414634146342
[4],Tanh,1,10.0,128,77.07317073170732
[4],Tanh,1,10.0,256,75.1219512195122
[4],Tanh,1,10.0,512,56.58536585365854
[4],Tanh,1,1.0,16,77.5609756097561
[4],Tanh,1,1.0,32,81.46341463414635
[4],Tanh,1,1.0,64,85.85365853658537
[4],Tanh,1,1.0,128,76.58536585365853
[4],Tanh,1,1.0,256,78.04878048780488
[4],Tanh,1,1.0,512,81.95121951219512
[4],Tanh,1,0.1,16,83.41463414634147
[4],Tanh,1,0.1,32,84.8780487804878
[4],Tanh,1,0.1,64,82.92682926829268
[4],Tanh,1,0.1,128,81.46341463414635
[4],Tanh,1,0.1,256,83.90243902439025
[4],Tanh,1,0.1,512,79.02439024390245
[4],Tanh,1,0.01,16,81.46341463414635
[4],Tanh,1,0.01,32,80.97560975609755
[4],Tanh,1,0.01,64,79.51219512195122
[4],Tanh,1,0.01,128,75.60975609756098
[4],Tanh,1,0.01,256,68.78048780487805
[4],Tanh,1,0.01,512,51.707317073170735
[4],Tanh,1,0.001,16,60.0
[4],Tanh,1,0.001,32,55.1219512195122
[4],Tanh,1,0.001,64,52.19512195121951
[4],Tanh,1,0.001,128,41.46341463414634
[4],Tanh,1,0.001,256,47.31707317073171
[4],Tanh,1,0.001,512,47.80487804878049
[4],Tanh,1,0.0001,16,50.24390243902439
[4],Tanh,1,0.0001,32,36.09756097560975
[4],Tanh,1,0.0001,64,62.926829268292686
[4],Tanh,1,0.0001,128,51.21951219512195
[4],Tanh,1,0.0001,256,46.34146341463415
[4],Tanh,1,0.0001,512,51.21951219512195
[4],Tanh,10,10.0,16,69.7560975609756
[4],Tanh,10,10.0,32,75.1219512195122
[4],Tanh,10,10.0,64,66.34146341463415
[4],Tanh,10,10.0,128,73.65853658536585
[4],Tanh,10,10.0,256,71.70731707317073
[4],Tanh,10,10.0,512,70.73170731707317
[4],Tanh,10,1.0,16,80.0
[4],Tanh,10,1.0,32,79.51219512195122
[4],Tanh,10,1.0,64,83.90243902439025
[4],Tanh,10,1.0,128,84.8780487804878
[4],Tanh,10,1.0,256,85.36585365853658
[4],Tanh,10,1.0,512,83.90243902439025
[4],Tanh,10,0.1,16,87.8048780487805
[4],Tanh,10,0.1,32,91.70731707317073
[4],Tanh,10,0.1,64,87.8048780487805
[4],Tanh,10,0.1,128,88.78048780487805
[4],Tanh,10,0.1,256,85.85365853658537
[4],Tanh,10,0.1,512,84.8780487804878
[4],Tanh,10,0.01,16,86.82926829268293
[4],Tanh,10,0.01,32,88.78048780487805
[4],Tanh,10,0.01,64,84.8780487804878
[4],Tanh,10,0.01,128,84.8780487804878
[4],Tanh,10,0.01,256,85.36585365853658
[4],Tanh,10,0.01,512,82.4390243902439
[4],Tanh,10,0.001,16,81.95121951219512
[4],Tanh,10,0.001,32,83.41463414634147
[4],Tanh,10,0.001,64,73.65853658536585
[4],Tanh,10,0.001,128,69.26829268292683
[4],Tanh,10,0.001,256,59.51219512195122
[4],Tanh,10,0.001,512,41.951219512195124
[4],Tanh,10,0.0001,16,51.707317073170735
[4],Tanh,10,0.0001,32,59.51219512195122
[4],Tanh,10,0.0001,64,45.853658536585364
[4],Tanh,10,0.0001,128,48.292682926829265
[4],Tanh,10,0.0001,256,49.75609756097561
[4],Tanh,10,0.0001,512,50.73170731707317
[4],Tanh,25,10.0,16,73.17073170731707
[4],Tanh,25,10.0,32,57.5609756097561
[4],Tanh,25,10.0,64,78.53658536585365
[4],Tanh,25,10.0,128,67.3170731707317
[4],Tanh,25,10.0,256,76.09756097560975
[4],Tanh,25,10.0,512,55.1219512195122
[4],Tanh,25,1.0,16,83.41463414634147
[4],Tanh,25,1.0,32,78.53658536585365
[4],Tanh,25,1.0,64,88.29268292682927
[4],Tanh,25,1.0,128,90.2439024390244
[4],Tanh,25,1.0,256,86.34146341463415
[4],Tanh,25,1.0,512,86.34146341463415
[4],Tanh,25,0.1,16,88.29268292682927
[4],Tanh,25,0.1,32,93.17073170731707
[4],Tanh,25,0.1,64,92.1951219512195
[4],Tanh,25,0.1,128,93.17073170731707
[4],Tanh,25,0.1,256,87.8048780487805
[4],Tanh,25,0.1,512,87.8048780487805
[4],Tanh,25,0.01,16,90.73170731707317
[4],Tanh,25,0.01,32,90.73170731707317
[4],Tanh,25,0.01,64,91.70731707317073
[4],Tanh,25,0.01,128,90.73170731707317
[4],Tanh,25,0.01,256,85.85365853658537
[4],Tanh,25,0.01,512,81.95121951219512
[4],Tanh,25,0.001,16,84.8780487804878
[4],Tanh,25,0.001,32,82.4390243902439
[4],Tanh,25,0.001,64,80.97560975609755
[4],Tanh,25,0.001,128,77.5609756097561
[4],Tanh,25,0.001,256,79.51219512195122
[4],Tanh,25,0.001,512,79.02439024390245
[4],Tanh,25,0.0001,16,74.14634146341463
[4],Tanh,25,0.0001,32,68.78048780487805
[4],Tanh,25,0.0001,64,69.26829268292683
[4],Tanh,25,0.0001,128,53.170731707317074
[4],Tanh,25,0.0001,256,51.21951219512195
[4],Tanh,25,0.0001,512,35.1219512195122
[4],Tanh,50,10.0,16,63.90243902439025
[4],Tanh,50,10.0,32,70.2439024390244
[4],Tanh,50,10.0,64,75.60975609756098
[4],Tanh,50,10.0,128,78.04878048780488
[4],Tanh,50,10.0,256,78.53658536585365
[4],Tanh,50,10.0,512,76.09756097560975
[4],Tanh,50,1.0,16,81.46341463414635
[4],Tanh,50,1.0,32,83.90243902439025
[4],Tanh,50,1.0,64,84.8780487804878
[4],Tanh,50,1.0,128,78.04878048780488
[4],Tanh,50,1.0,256,85.85365853658537
[4],Tanh,50,1.0,512,88.29268292682927
[4],Tanh,50,0.1,16,88.78048780487805
[4],Tanh,50,0.1,32,94.63414634146342
[4],Tanh,50,0.1,64,91.21951219512195
[4],Tanh,50,0.1,128,91.21951219512195
[4],Tanh,50,0.1,256,90.73170731707317
[4],Tanh,50,0.1,512,90.73170731707317
[4],Tanh,50,0.01,16,92.6829268292683
[4],Tanh,50,0.01,32,90.73170731707317
[4],Tanh,50,0.01,64,92.1951219512195
[4],Tanh,50,0.01,128,88.78048780487805
[4],Tanh,50,0.01,256,87.3170731707317
[4],Tanh,50,0.01,512,82.92682926829268
[4],Tanh,50,0.001,16,86.82926829268293
[4],Tanh,50,0.001,32,82.4390243902439
[4],Tanh,50,0.001,64,83.90243902439025
[4],Tanh,50,0.001,128,83.90243902439025
[4],Tanh,50,0.001,256,81.95121951219512
[4],Tanh,50,0.001,512,76.58536585365853
[4],Tanh,50,0.0001,16,81.95121951219512
[4],Tanh,50,0.0001,32,84.39024390243902
[4],Tanh,50,0.0001,64,75.60975609756098
[4],Tanh,50,0.0001,128,71.70731707317073
[4],Tanh,50,0.0001,256,55.1219512195122
[4],Tanh,50,0.0001,512,48.78048780487805
[4],Tanh,100,10.0,16,77.07317073170732
[4],Tanh,100,10.0,32,80.0
[4],Tanh,100,10.0,64,33.170731707317074
[4],Tanh,100,10.0,128,69.7560975609756
[4],Tanh,100,10.0,256,67.3170731707317
[4],Tanh,100,10.0,512,80.0
[4],Tanh,100,1.0,16,80.48780487804878
[4],Tanh,100,1.0,32,80.0
[4],Tanh,100,1.0,64,83.90243902439025
[4],Tanh,100,1.0,128,83.90243902439025
[4],Tanh,100,1.0,256,87.3170731707317
[4],Tanh,100,1.0,512,90.73170731707317
[4],Tanh,100,0.1,16,91.21951219512195
[4],Tanh,100,0.1,32,94.14634146341463
[4],Tanh,100,0.1,64,90.2439024390244
[4],Tanh,100,0.1,128,94.63414634146342
[4],Tanh,100,0.1,256,92.6829268292683
[4],Tanh,100,0.1,512,90.2439024390244
[4],Tanh,100,0.01,16,95.60975609756098
[4],Tanh,100,0.01,32,91.21951219512195
[4],Tanh,100,0.01,64,93.17073170731707
[4],Tanh,100,0.01,128,91.21951219512195
[4],Tanh,100,0.01,256,88.78048780487805
[4],Tanh,100,0.01,512,88.78048780487805
[4],Tanh,100,0.001,16,88.78048780487805
[4],Tanh,100,0.001,32,85.36585365853658
[4],Tanh,100,0.001,64,82.4390243902439
[4],Tanh,100,0.001,128,82.92682926829268
[4],Tanh,100,0.001,256,83.90243902439025
[4],Tanh,100,0.001,512,80.97560975609755
[4],Tanh,100,0.0001,16,82.92682926829268
[4],Tanh,100,0.0001,32,83.41463414634147
[4],Tanh,100,0.0001,64,76.58536585365853
[4],Tanh,100,0.0001,128,80.0
[4],Tanh,100,0.0001,256,68.29268292682927
[4],Tanh,100,0.0001,512,59.02439024390244
[4],Tanh,250,10.0,16,77.5609756097561
[4],Tanh,250,10.0,32,70.2439024390244
[4],Tanh,250,10.0,64,76.09756097560975
[4],Tanh,250,10.0,128,50.73170731707317
[4],Tanh,250,10.0,256,74.63414634146342
[4],Tanh,250,10.0,512,80.0
[4],Tanh,250,1.0,16,78.53658536585365
[4],Tanh,250,1.0,32,85.85365853658537
[4],Tanh,250,1.0,64,80.48780487804878
[4],Tanh,250,1.0,128,85.36585365853658
[4],Tanh,250,1.0,256,90.73170731707317
[4],Tanh,250,1.0,512,88.78048780487805
[4],Tanh,250,0.1,16,93.65853658536585
[4],Tanh,250,0.1,32,86.82926829268293
[4],Tanh,250,0.1,64,93.65853658536585
[4],Tanh,250,0.1,128,94.63414634146342
[4],Tanh,250,0.1,256,94.63414634146342
[4],Tanh,250,0.1,512,91.21951219512195
[4],Tanh,250,0.01,16,92.6829268292683
[4],Tanh,250,0.01,32,93.17073170731707
[4],Tanh,250,0.01,64,92.6829268292683
[4],Tanh,250,0.01,128,90.2439024390244
[4],Tanh,250,0.01,256,92.1951219512195
[4],Tanh,250,0.01,512,90.2439024390244
[4],Tanh,250,0.001,16,90.2439024390244
[4],Tanh,250,0.001,32,90.2439024390244
[4],Tanh,250,0.001,64,89.7560975609756
[4],Tanh,250,0.001,128,86.34146341463415
[4],Tanh,250,0.001,256,85.85365853658537
[4],Tanh,250,0.001,512,81.95121951219512
[4],Tanh,250,0.0001,16,85.36585365853658
[4],Tanh,250,0.0001,32,82.4390243902439
[4],Tanh,250,0.0001,64,81.46341463414635
[4],Tanh,250,0.0001,128,82.4390243902439
[4],Tanh,250,0.0001,256,79.51219512195122
[4],Tanh,250,0.0001,512,65.36585365853658
[4],Softmax,1,10.0,16,63.90243902439025
[4],Softmax,1,10.0,32,76.09756097560975
[4],Softmax,1,10.0,64,79.02439024390245
[4],Softmax,1,10.0,128,51.21951219512195
[4],Softmax,1,10.0,256,64.39024390243902
[4],Softmax,1,10.0,512,82.92682926829268
[4],Softmax,1,1.0,16,64.39024390243902
[4],Softmax,1,1.0,32,80.97560975609755
[4],Softmax,1,1.0,64,80.48780487804878
[4],Softmax,1,1.0,128,82.4390243902439
[4],Softmax,1,1.0,256,48.78048780487805
[4],Softmax,1,1.0,512,45.853658536585364
[4],Softmax,1,0.1,16,86.34146341463415
[4],Softmax,1,0.1,32,85.85365853658537
[4],Softmax,1,0.1,64,84.39024390243902
[4],Softmax,1,0.1,128,81.46341463414635
[4],Softmax,1,0.1,256,70.73170731707317
[4],Softmax,1,0.1,512,77.07317073170732
[4],Softmax,1,0.01,16,83.41463414634147
[4],Softmax,1,0.01,32,79.51219512195122
[4],Softmax,1,0.01,64,77.5609756097561
[4],Softmax,1,0.01,128,74.14634146341463
[4],Softmax,1,0.01,256,51.21951219512195
[4],Softmax,1,0.01,512,56.58536585365854
[4],Softmax,1,0.001,16,51.21951219512195
[4],Softmax,1,0.001,32,37.073170731707314
[4],Softmax,1,0.001,64,48.78048780487805
[4],Softmax,1,0.001,128,50.24390243902439
[4],Softmax,1,0.001,256,51.21951219512195
[4],Softmax,1,0.001,512,64.39024390243902
[4],Softmax,1,0.0001,16,51.707317073170735
[4],Softmax,1,0.0001,32,48.78048780487805
[4],Softmax,1,0.0001,64,64.8780487804878
[4],Softmax,1,0.0001,128,48.292682926829265
[4],Softmax,1,0.0001,256,49.26829268292683
[4],Softmax,1,0.0001,512,51.21951219512195
[4],Softmax,10,10.0,16,59.02439024390244
[4],Softmax,10,10.0,32,72.6829268292683
[4],Softmax,10,10.0,64,48.78048780487805
[4],Softmax,10,10.0,128,71.70731707317073
[4],Softmax,10,10.0,256,77.5609756097561
[4],Softmax,10,10.0,512,48.78048780487805
[4],Softmax,10,1.0,16,80.0
[4],Softmax,10,1.0,32,84.8780487804878
[4],Softmax,10,1.0,64,82.92682926829268
[4],Softmax,10,1.0,128,83.41463414634147
[4],Softmax,10,1.0,256,80.97560975609755
[4],Softmax,10,1.0,512,85.85365853658537
[4],Softmax,10,0.1,16,88.78048780487805
[4],Softmax,10,0.1,32,88.78048780487805
[4],Softmax,10,0.1,64,91.70731707317073
[4],Softmax,10,0.1,128,87.3170731707317
[4],Softmax,10,0.1,256,86.34146341463415
[4],Softmax,10,0.1,512,87.3170731707317
[4],Softmax,10,0.01,16,89.26829268292683
[4],Softmax,10,0.01,32,84.39024390243902
[4],Softmax,10,0.01,64,85.36585365853658
[4],Softmax,10,0.01,128,83.90243902439025
[4],Softmax,10,0.01,256,81.95121951219512
[4],Softmax,10,0.01,512,75.1219512195122
[4],Softmax,10,0.001,16,81.95121951219512
[4],Softmax,10,0.001,32,76.09756097560975
[4],Softmax,10,0.001,64,71.70731707317073
[4],Softmax,10,0.001,128,57.073170731707314
[4],Softmax,10,0.001,256,48.78048780487805
[4],Softmax,10,0.001,512,48.78048780487805
[4],Softmax,10,0.0001,16,68.29268292682927
[4],Softmax,10,0.0001,32,51.707317073170735
[4],Softmax,10,0.0001,64,51.21951219512195
[4],Softmax,10,0.0001,128,51.21951219512195
[4],Softmax,10,0.0001,256,51.21951219512195
[4],Softmax,10,0.0001,512,48.78048780487805
[4],Softmax,25,10.0,16,75.60975609756098
[4],Softmax,25,10.0,32,57.5609756097561
[4],Softmax,25,10.0,64,69.7560975609756
[4],Softmax,25,10.0,128,81.95121951219512
[4],Softmax,25,10.0,256,48.78048780487805
[4],Softmax,25,10.0,512,68.29268292682927
[4],Softmax,25,1.0,16,81.95121951219512
[4],Softmax,25,1.0,32,86.82926829268293
[4],Softmax,25,1.0,64,85.36585365853658
[4],Softmax,25,1.0,128,82.4390243902439
[4],Softmax,25,1.0,256,85.36585365853658
[4],Softmax,25,1.0,512,85.36585365853658
[4],Softmax,25,0.1,16,82.92682926829268
[4],Softmax,25,0.1,32,88.29268292682927
[4],Softmax,25,0.1,64,88.29268292682927
[4],Softmax,25,0.1,128,87.8048780487805
[4],Softmax,25,0.1,256,91.70731707317073
[4],Softmax,25,0.1,512,87.8048780487805
[4],Softmax,25,0.01,16,86.82926829268293
[4],Softmax,25,0.01,32,85.36585365853658
[4],Softmax,25,0.01,64,86.82926829268293
[4],Softmax,25,0.01,128,86.82926829268293
[4],Softmax,25,0.01,256,85.85365853658537
[4],Softmax,25,0.01,512,85.36585365853658
[4],Softmax,25,0.001,16,85.36585365853658
[4],Softmax,25,0.001,32,82.4390243902439
[4],Softmax,25,0.001,64,84.39024390243902
[4],Softmax,25,0.001,128,79.51219512195122
[4],Softmax,25,0.001,256,79.02439024390245
[4],Softmax,25,0.001,512,53.65853658536585
[4],Softmax,25,0.0001,16,67.3170731707317
[4],Softmax,25,0.0001,32,50.73170731707317
[4],Softmax,25,0.0001,64,51.21951219512195
[4],Softmax,25,0.0001,128,52.19512195121951
[4],Softmax,25,0.0001,256,55.609756097560975
[4],Softmax,25,0.0001,512,48.78048780487805
[4],Softmax,50,10.0,16,78.04878048780488
[4],Softmax,50,10.0,32,74.63414634146342
[4],Softmax,50,10.0,64,80.97560975609755
[4],Softmax,50,10.0,128,75.60975609756098
[4],Softmax,50,10.0,256,81.46341463414635
[4],Softmax,50,10.0,512,72.1951219512195
[4],Softmax,50,1.0,16,81.95121951219512
[4],Softmax,50,1.0,32,78.53658536585365
[4],Softmax,50,1.0,64,85.85365853658537
[4],Softmax,50,1.0,128,87.8048780487805
[4],Softmax,50,1.0,256,88.29268292682927
[4],Softmax,50,1.0,512,87.3170731707317
[4],Softmax,50,0.1,16,89.7560975609756
[4],Softmax,50,0.1,32,85.36585365853658
[4],Softmax,50,0.1,64,89.7560975609756
[4],Softmax,50,0.1,128,89.26829268292683
[4],Softmax,50,0.1,256,89.7560975609756
[4],Softmax,50,0.1,512,92.6829268292683
[4],Softmax,50,0.01,16,96.09756097560975
[4],Softmax,50,0.01,32,85.36585365853658
[4],Softmax,50,0.01,64,83.90243902439025
[4],Softmax,50,0.01,128,89.7560975609756
[4],Softmax,50,0.01,256,87.8048780487805
[4],Softmax,50,0.01,512,85.85365853658537
[4],Softmax,50,0.001,16,84.8780487804878
[4],Softmax,50,0.001,32,85.36585365853658
[4],Softmax,50,0.001,64,83.41463414634147
[4],Softmax,50,0.001,128,81.46341463414635
[4],Softmax,50,0.001,256,80.48780487804878
[4],Softmax,50,0.001,512,80.97560975609755
[4],Softmax,50,0.0001,16,80.97560975609755
[4],Softmax,50,0.0001,32,48.78048780487805
[4],Softmax,50,0.0001,64,48.78048780487805
[4],Softmax,50,0.0001,128,49.75609756097561
[4],Softmax,50,0.0001,256,48.78048780487805
[4],Softmax,50,0.0001,512,52.19512195121951
[4],Softmax,100,10.0,16,55.1219512195122
[4],Softmax,100,10.0,32,77.07317073170732
[4],Softmax,100,10.0,64,78.04878048780488
[4],Softmax,100,10.0,128,75.60975609756098
[4],Softmax,100,10.0,256,77.07317073170732
[4],Softmax,100,10.0,512,81.95121951219512
[4],Softmax,100,1.0,16,81.46341463414635
[4],Softmax,100,1.0,32,82.92682926829268
[4],Softmax,100,1.0,64,86.34146341463415
[4],Softmax,100,1.0,128,87.3170731707317
[4],Softmax,100,1.0,256,89.26829268292683
[4],Softmax,100,1.0,512,90.2439024390244
[4],Softmax,100,0.1,16,93.65853658536585
[4],Softmax,100,0.1,32,87.8048780487805
[4],Softmax,100,0.1,64,88.29268292682927
[4],Softmax,100,0.1,128,94.14634146341463
[4],Softmax,100,0.1,256,87.8048780487805
[4],Softmax,100,0.1,512,91.70731707317073
[4],Softmax,100,0.01,16,85.85365853658537
[4],Softmax,100,0.01,32,92.1951219512195
[4],Softmax,100,0.01,64,85.36585365853658
[4],Softmax,100,0.01,128,88.78048780487805
[4],Softmax,100,0.01,256,89.7560975609756
[4],Softmax,100,0.01,512,88.78048780487805
[4],Softmax,100,0.001,16,85.36585365853658
[4],Softmax,100,0.001,32,86.82926829268293
[4],Softmax,100,0.001,64,86.34146341463415
[4],Softmax,100,0.001,128,84.8780487804878
[4],Softmax,100,0.001,256,85.36585365853658
[4],Softmax,100,0.001,512,76.58536585365853
[4],Softmax,100,0.0001,16,80.48780487804878
[4],Softmax,100,0.0001,32,81.46341463414635
[4],Softmax,100,0.0001,64,65.36585365853658
[4],Softmax,100,0.0001,128,60.48780487804878
[4],Softmax,100,0.0001,256,51.21951219512195
[4],Softmax,100,0.0001,512,64.8780487804878
[4],Softmax,250,10.0,16,74.63414634146342
[4],Softmax,250,10.0,32,45.853658536585364
[4],Softmax,250,10.0,64,79.02439024390245
[4],Softmax,250,10.0,128,48.78048780487805
[4],Softmax,250,10.0,256,79.02439024390245
[4],Softmax,250,10.0,512,79.51219512195122
[4],Softmax,250,1.0,16,48.78048780487805
[4],Softmax,250,1.0,32,51.21951219512195
[4],Softmax,250,1.0,64,85.85365853658537
[4],Softmax,250,1.0,128,85.85365853658537
[4],Softmax,250,1.0,256,88.29268292682927
[4],Softmax,250,1.0,512,88.78048780487805
[4],Softmax,250,0.1,16,90.73170731707317
[4],Softmax,250,0.1,32,91.70731707317073
[4],Softmax,250,0.1,64,94.14634146341463
[4],Softmax,250,0.1,128,91.21951219512195
[4],Softmax,250,0.1,256,93.17073170731707
[4],Softmax,250,0.1,512,90.73170731707317
[4],Softmax,250,0.01,16,88.29268292682927
[4],Softmax,250,0.01,32,93.65853658536585
[4],Softmax,250,0.01,64,87.8048780487805
[4],Softmax,250,0.01,128,90.2439024390244
[4],Softmax,250,0.01,256,89.7560975609756
[4],Softmax,250,0.01,512,86.82926829268293
[4],Softmax,250,0.001,16,91.70731707317073
[4],Softmax,250,0.001,32,88.29268292682927
[4],Softmax,250,0.001,64,88.29268292682927
[4],Softmax,250,0.001,128,88.29268292682927
[4],Softmax,250,0.001,256,85.85365853658537
[4],Softmax,250,0.001,512,85.85365853658537
[4],Softmax,250,0.0001,16,85.36585365853658
[4],Softmax,250,0.0001,32,82.4390243902439
[4],Softmax,250,0.0001,64,80.48780487804878
[4],Softmax,250,0.0001,128,80.0
[4],Softmax,250,0.0001,256,80.48780487804878
[4],Softmax,250,0.0001,512,48.78048780487805
[8],Linear,1,10.0,16,81.46341463414635
[8],Linear,1,10.0,32,78.04878048780488
[8],Linear,1,10.0,64,76.58536585365853
[8],Linear,1,10.0,128,47.31707317073171
[8],Linear,1,10.0,256,81.46341463414635
[8],Linear,1,10.0,512,80.0
[8],Linear,1,1.0,16,78.53658536585365
[8],Linear,1,1.0,32,80.97560975609755
[8],Linear,1,1.0,64,74.63414634146342
[8],Linear,1,1.0,128,81.46341463414635
[8],Linear,1,1.0,256,80.0
[8],Linear,1,1.0,512,78.04878048780488
[8],Linear,1,0.1,16,80.48780487804878
[8],Linear,1,0.1,32,82.4390243902439
[8],Linear,1,0.1,64,82.4390243902439
[8],Linear,1,0.1,128,85.36585365853658
[8],Linear,1,0.1,256,80.97560975609755
[8],Linear,1,0.1,512,77.07317073170732
[8],Linear,1,0.01,16,83.41463414634147
